timestamp,"tweet_text"
2021-07-11T19:01:13Z,"@TinyFootballCar has a new livery! #Euro2020Final #EURO2020 #ENG #EnglandvsItaly"
2021-07-11T19:01:18Z,"The Englishmen at it again. 🤦🏾‍♂️"
2021-07-11T19:02:03Z,"Renovating our kitchen after 15 years. It’s a disaster and I’ve been trying for two days to make it serviceable for our fam of six. Acourse pushing the mess aside to make proper tea @PGtips for my boy and me. Time to drop everything for the game! Go England! #FullEnglish 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🇺🇸 https://t.co/ZPZECfFggS"
2021-07-11T19:02:05Z,"We're all Italy 🇮🇹 tonight I guess. #Euro2020"
2021-07-11T19:04:08Z,"YAYYYY ENGLAND SCORED LOUIS WILL BE HAPPY"
2021-07-11T19:05:03Z,"My face when they don't accept my Scottish money in England https://t.co/zg58QlVlnh"
2021-07-11T19:05:10Z,"STOP ROOTING FOR ITALY"
2021-07-11T19:05:29Z,"Are you fucking kidding?!?! Yes England!!!! 🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽🏴󠁧󠁢󠁥󠁮󠁧󠁿⚽🤍❤️🤍❤️ #Euro2020Final #England #EnglandvsItaly #ENGITA #ENG #EURO2020 #footballscominghome #ItsComingHome"
2021-07-11T19:05:31Z,"Jose mourinho after look shaw scored #ITAENG https://t.co/PFwsc5uaWB"
2021-07-11T19:05:37Z,"My prediction: 4-3 Italy 🇮🇹 
#EURO2020"
2021-07-11T19:06:21Z,"⚽ 2' LUKE SHAWWWWW !!!! L'ANGLETERRE DÉJÀ DEVANT ! https://t.co/TB7c5GBU4O #ITAENG https://t.co/rbSHv5Lbwl"
2021-07-11T19:07:01Z,"The description of Luke Shaw just given by the ESPN announcers is so sad, but I can't stop laughing. #EURO2020 #ENG #ThreeLions"
2021-07-11T19:07:03Z,"WHAT RHE FUCK IS ITALY DOING BAHAHAHAH"
2021-07-11T19:07:27Z,"@BleacherReport @brfootball @TUDNUSA If Italy wins, it was a rigged tournament. Every game except against the weakest opponent, England got no home games in the knockouts.

If England wins it COUNTS. They’re the ones at a disadvantage"
2021-07-11T19:07:34Z,"really need a pickford or maguire blunder"
2021-07-11T19:08:05Z,"MY FUCKIN LEFT BACK!!! #ENGITA"
2021-07-11T19:08:05Z,"@NickBrightDJ Omfg I can’t believe that start!!!! We’ve gotta be more smart not giving away set pieces around the area thou!! Cone ON ENGLAND!!!!!!"
2021-07-11T19:09:06Z,"England winning this #ITAENG"
2021-07-11T19:09:18Z,"italy are playing rough wtf"
2021-07-11T19:09:21Z,"tbh i kinda want england to lose just so i can see the utter disappointment on everyone's faces at school

everyone's all upset and complaining while i'm just immune because i couldn't care less about football"
2021-07-11T19:09:29Z,"im rooting for england 🤷🏾‍♀️ #Euro2020Final"
2021-07-11T19:09:58Z,"free sterling from chiellinis arms"
2021-07-11T19:10:02Z,"If England wins i'll become the Joker https://t.co/gtGcTs0OfS"
2021-07-11T19:10:21Z,"rooting for england because tomorrow's monday and i need to sleep"
2021-07-11T19:10:24Z,"the thing ALL europe knows is that england doesn’t deserve the cup, it’s not even because of italy being there right now. it’s undeserved and that’s it"
2021-07-11T19:11:05Z,"England has been giving it their all since the first minute which scares me because I don’t want their energy to go down later on, and for Italy to take that opportunity."
2021-07-11T19:11:22Z,"Everyone is team England…team Italy fo) wo hen?"
2021-07-11T19:11:28Z,"Wish I tweeted this. Anyway agenda is going global"
2021-07-11T19:12:00Z,"@hothaata @DStv @SuperSportTV I like your commentary baba you also educate us...that's a pure talent...Mara Ke tsamaya le Italy ma yimisani bare Ke itlili...."
2021-07-11T19:14:01Z,"If Italy want any chance at all to win this game they need to stop England’s wingbacks from running on them"
2021-07-11T19:14:27Z,"Frello struggling against my man Mount. Love it 😤"
2021-07-11T19:14:30Z,"torn.. Italy is my sweepsteak team #Euro2020Final https://t.co/vERGpwU4oo"
2021-07-11T19:14:36Z,"Can someone tell Italy, this is a final for God sake"
2021-07-11T19:15:24Z,"why is everyone talking about england v italy when it isn’t on until tuesday https://t.co/IRYRu7bgKU"
2021-07-11T19:15:35Z,"@german29470 Same here...i really hope Italy will win!"
2021-07-11T19:15:39Z,"@Edit_Kev Immobile not getting much change atm. Long may it continue!"
2021-07-11T19:16:01Z,"#ENGITA 

Luke Shaw 1 - Jose Mourinho 0"
2021-07-11T19:16:14Z,"@HinacchiT It will be a noticeable difference if Italy doesn't win – their fans won't do another multiple hours long motorcade constantly honking. It was really loud and annoying in my area recently, so I actually care a little bit 😆"
2021-07-11T19:16:18Z,"England, TTUN, and Liverpool fans go on a daily basis of who’s worse"
2021-07-11T19:16:22Z,"england will win 🏴󠁧󠁢󠁥󠁮󠁧󠁿💂🏻‍♂️#prediction"
2021-07-11T19:16:23Z,"if italy wins im gonna eat pasta everyday for the rest of my life COME ON"
2021-07-11T19:17:23Z,"This Is The Main Reason I Said England Will Win ! Thank You 👍"
2021-07-11T19:17:36Z,"Kane is the best striker in the world without a doubt. Every time I watch him play, I am more convinced that no other striker has the abilities that he possesses. #ENG"
2021-07-11T19:17:40Z,"@technerd_brads Come on Italy  🇮🇹"
2021-07-11T19:18:33Z,"Just enjoy the Shaw.
#EURO2020 #ENGITA"
2021-07-11T19:20:35Z,"It's coming home

FING-SQUIRT für England!"
2021-07-11T19:21:31Z,"The Shaw must go on !
#ENGITA"
2021-07-11T19:21:34Z,"if england lose i won’t be sexy anymore"
2021-07-11T19:22:01Z,"Oh man that doesn’t look good for Jorginho"
2021-07-11T19:22:56Z,"please italy besties can you score"
2021-07-11T19:24:02Z,"@nobody_stop_me Lol you would route for England"
2021-07-11T19:24:23Z,"Fuck me Tom cruise gets about. First Wimbledon men's final and now euro's final! Is the church on a fund raising drive? #ITAENG"
2021-07-11T19:24:36Z,"@KopBlock205 Seems he’s also a keen England fan as well!"
2021-07-11T19:25:13Z,"Prince George was all of us when England scored that goal in 2 minutes! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🦁

#ENGITA #Euro2020Final https://t.co/jKbmED9DfK"
2021-07-11T19:26:29Z,"That sterling is a greedy 🐖, if just releases it to team mate they could create really good chances.. He tries to run through them all. 🙄 #England #ENG"
2021-07-11T19:26:38Z,"Imagine 2 years ago or any amount of years in my lifetime if anyone would have claimed England would have been in the final of any tournament anywhere. 😂"
2021-07-11T19:27:02Z,"If England win there’s going to be almost as much carnage on the streets of London as if they lose.

#euro2020final"
2021-07-11T19:27:14Z,"Were Jorginho and David Palmer separated at birth.
Before the better player dyed his hair of course"
2021-07-11T19:27:24Z,"Immobile sucking ass rn"
2021-07-11T19:27:33Z,"tom cruise getting inspo for the next mission impossible... england actually doing well at football"
2021-07-11T19:28:26Z,"If England win, I’ll be happy for Harry Kane and no one else. #Euro2020Final #EURO2020"
2021-07-11T19:28:56Z,"COME ON ENGLAND!!! 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-07-11T19:29:11Z,"the england manager is hotter so i might support them"
2021-07-11T19:29:25Z,"@JoySportsGH 1goal
England 1 Italy 0"
2021-07-11T19:29:37Z,"But PLEASE can shitty English fans stop booing every time Italy gets possession?"
2021-07-11T19:29:58Z,"football doesn’t revolve around louis ?"
2021-07-11T19:30:14Z,"@whydontwemusic I missed the england goal for this and honestly  it was kinda worth it😭"
2021-07-11T19:30:21Z,"@Curious11100195 Italy with A bit of luck 😂😂"
2021-07-11T19:30:33Z,"@Pierrelow_ @England Généralisé un peuple a des footix, bon."
2021-07-11T19:31:13Z,"England goes 1-0 up against Italy inside 2 minutes.
Every non English fan be like:"
2021-07-11T19:31:34Z,"why are people booing when Italy gets the ball jesus christ"
2021-07-11T19:31:56Z,"No, they’re clearly trashing the streets of the “metropolitan elite”. Time for city states, free of England."
2021-07-11T19:31:58Z,"Alors Fish and chips va gagner cette coupe 😂😂😂 #ITAENG"
2021-07-11T19:32:08Z,"It’s not my lawn but how fantastic is this grass! #LawnGoals #Eng #England

Credit S. Graham UK Lawn Care Group https://t.co/W8v6NcTpmH"
2021-07-11T19:32:09Z,"COME ON ENGLAND!!!! https://t.co/AWjA45oRIp"
2021-07-11T19:33:10Z,"@Louis_Tomlinson y’all still want england to win? p"
2021-07-11T19:33:10Z,"Just why is this happening? It's pathetic. If you recognise anyone in this crowd of thugs, I suggest you let their employer know how they behave after a couple of shandies. Disgraceful thuggery."
2021-07-11T19:33:22Z,"Fucking @TomCruise is on our side we cannot lose.🏴󠁧󠁢󠁥󠁮󠁧󠁿❤
C'MON ENGLAND
#ItsComingHome
#euro2021final"
2021-07-11T19:33:27Z,"If Italy don’t win 😾"
2021-07-11T19:33:38Z,"People crying because the match is being held in England where it was decided in 2012. https://t.co/TzPWElkstx"
2021-07-11T19:34:00Z,"update me pls is Italy scores or sumn"
2021-07-11T19:34:35Z,"Those Southgate coats are going to be sold out tomorrow aren’t they? #ENGITA"
2021-07-11T19:37:09Z,"Still can’t believe England scored first 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-07-11T19:37:25Z,"@Abdiysl20 Italy got this🥱"
2021-07-11T19:37:39Z,"That Emerson for Italy looks like Massimo from the Wedding Planner. Only @stabiloFFC will have any idea what I'm going on about."
2021-07-11T19:38:09Z,"I honestly couldn't care less about who wins tonight. I used to be patriotic but after seeing both the UK and Italy, another country I've visited and loved  freely support the implementation of communism in their countries. I'm no longer patriotic and couldn't give a shit."
2021-07-11T19:38:20Z,"@WayOfAce If olmo did score early or that cunt Oyarzabal , Italy would look worst than them look now"
2021-07-11T19:39:09Z,"Harry Kane. PULL YOURSELF TOGETHER"
2021-07-11T19:39:12Z,"Rock you like a Luke Shaw - sounds way less catchy than Rock you like a Harry Kane.
But no complaints from me #GoEngland 🇬🇬"
2021-07-11T19:39:18Z,"Immobile be foolish player"
2021-07-11T19:39:20Z,"@UTDTrey This mount stinker 🤣🤣"
2021-07-11T19:39:30Z,"Pengland 🏴󠁧󠁢󠁥󠁮󠁧󠁿  road to micky mouse final:

-Retirement home Croatia 🇭🇷 
-Scottish Pub fighters 🏴󠁧󠁢󠁳󠁣󠁴󠁿 
-Patrik « no help » Schick 🇨🇿 
-Lucky win against Germany 🇩🇪 
-Ukraine farmers 🇺🇦 
-Robbed Denmark 🇩🇰 
England is  still in the group stage and this run doesn't count in my book❌"
2021-07-11T19:41:01Z,"Harry Kane getting handled and ref seeing through his BS? I love it."
2021-07-11T19:41:05Z,"Soccer is a lot like lesbian period films: not a lot of scoring, tons of emotion. #EURO2020"
2021-07-11T19:41:08Z,"Instead of booing the Italians stsrt shouting for England you lot lucky enough to be there #ENGITA"
2021-07-11T19:42:06Z,"Hook Mount at HT"
2021-07-11T19:42:09Z,"No why iz england winning this wasn’t meant to happen"
2021-07-11T19:42:57Z,"fuck you male football fans, literally any other group of people does this, the feds would beat us all into the afterlife"
2021-07-11T19:43:00Z,"@Lexie_Mariex 1-0 England and now this.  today is the day of dubs"
2021-07-11T19:43:12Z,"@ZeroCool138 Ummm , England ? I'm watching in the Spanish channel for the 1st time in a while. Had to pick my poison."
2021-07-11T19:43:29Z,"italy have been the best team in the tournament until they go and play england what is their luck"
2021-07-11T19:44:12Z,"Surely Sterling knows the Olympics Diving team has already been selected 🤣🤣🤣"
2021-07-11T19:44:25Z,"@England Dw, it's coming home https://t.co/yEX1pjWz97"
2021-07-11T19:44:30Z,"Get up you ponce Sterling #EURO2020"
2021-07-11T19:44:39Z,"Sterling it’s easier to score if you stay on your feet pal"
2021-07-11T19:45:18Z,"Sterling said MOVE FROM ME😭😂"
2021-07-11T19:45:40Z,"Wonder if Italy realizes that England are happy to just sit back on a 1-0 lead and keep Italy out of the box. #ITAENG #EURO2020"
2021-07-11T19:46:35Z,"I feel for something nice. 

Like England winning"
2021-07-11T19:46:36Z,"Ahh the England fans, a lovely bunch!"
2021-07-11T19:46:56Z,"@_aarava I’m not Shaw I’ll be able to. He’s gonna worth some serious Sterling after this I’m not gonna lie. As long as none of the Italians Trippier up in the box trying to win penalties I think we’ll be fine"
2021-07-11T19:47:02Z,"What a block! Stones na baller"
2021-07-11T19:47:08Z,"This England squad is full of stupid haircuts"
2021-07-11T19:48:05Z,"Mount whenever he gets the ball https://t.co/O02p5bu6zr"
2021-07-11T19:48:06Z,"Seems like Italy is warming up now and getting into the game more #ENGITA #Euro2020Final #EURO2020"
2021-07-11T19:48:11Z,"#EURO2020 

⏱️ 45'+1 - #Immobile's first-time attempt is blocked by Stones, while Pickford then comfortably collects #Verratti's follow-up... 

#ITAENG 0️⃣-1⃣

#ITA #Azzurri #VivoAzzurro"
2021-07-11T19:48:31Z,"Sterling said don't touch meeeee"
2021-07-11T19:48:38Z,"England had no responsibility to make the rest of this game entertaining. I would love it, but a W is a W."
2021-07-11T19:49:05Z,"Fuck halftime. Just keep playing #itaeng"
2021-07-11T19:49:18Z,"My dad nd i were talking abt who is going to win nd it got a lil heated so now my macbook pro is at stake if italy doesnot win . 😭🤷🏻‍♀️😭😭😭😭😭😭🤠🤠😭😭🤠😭🤠🤠"
2021-07-11T19:49:19Z,"pls g0d don’t let fucking england win i cant have that happen bruh i just can’t"
2021-07-11T19:50:15Z,"The only way I’m accepting England winning this Finals is if Saka comes off the bench scores/assist other than that  ENGLAND NOTHING"
2021-07-11T19:51:03Z,"italy better give me good shit after this"
2021-07-11T19:51:04Z,"Can’t cap Italy have been underwhelming."
2021-07-11T19:51:08Z,"Wanna say Shaw got lucky but he’s a decent player.

#ITAENG"
2021-07-11T19:51:24Z,"@WiddasTy any thoughts of what's gonna happen in the 2nd half? I think England is gonna get a goal at the start again."
2021-07-11T19:51:58Z,"After an exciting start that was, for the neutral, pish. I hoped for a better reaction from Italy but England have them in their pocket. Still, it’s a game of two halves and all that."
2021-07-11T19:52:10Z,"immobile living up to his name"
2021-07-11T19:52:26Z,"@footballitalia Not like Italy would’ve parked if they scored first. Garbage."
2021-07-11T19:53:08Z,"@arielhelwani don’t cheer them on Ariel , this is happening all over their country. They deserve nothing"
2021-07-11T19:53:24Z,"Wow. No matter the final score tonight, what a team! 🏴󠁧󠁢󠁥󠁮󠁧󠁿❤️🏴󠁧󠁢󠁥󠁮󠁧󠁿 

We love you England."
2021-07-11T19:56:02Z,"The mafia have threatened Italy these man not coming home without a win"
2021-07-11T19:56:08Z,"England is the reason for my downfalls"
2021-07-11T19:56:18Z,"Extra ordinary first half from the #ENG side &amp; no real gameplay reactions from #ITA yet but we need a second ⚽ to secure the final along with our front foot defense!! Let's go
#ENGITA #EURO2020"
2021-07-11T19:56:34Z,"@urswitchbitch To me Italy looks like they dont rlly know what to do with Englands new playstyle. But maybe they turn it up in the second half!"
2021-07-11T19:56:59Z,"Y'all not rockin' with 2 condoms and PES⁉️"
2021-07-11T19:57:03Z,"Alright, hoping Italy comes back from halftime with renewed strength"
2021-07-11T19:57:25Z,"STOP BOOING THE ITALIAN TEAM!!!!! 😡 #ITA #ENG #EURO2020"
2021-07-11T19:57:32Z,"While Canada, America, EU, UK, and NATO war criminals 
claim #COVID19 is a pandemic, they deny #coronavirus   #vaccines for Cuba, Venezuela, Syria, Iran, North Korea #COVID19 #vaccines #instagram https://t.co/PHGpF82ZV0 #EnglandvsItaly #Wembley #GOAT #sundayvibes #EURO2020 https://t.co/q4g4GHOsuV"
2021-07-11T19:57:36Z,"I wonder how many people missed England’s goal while queuing for drinks in the pub?"
2021-07-11T19:57:56Z,"maybe u should sit down then amira"
2021-07-11T19:58:03Z,"That Beckham-Cruise fist bump is the best highlight of the game so far #EURO2020"
2021-07-11T19:58:59Z,"@EddieOliech It's actually noticeable that Kane has matured in his game since Mou times and drops back to pick that role and a defensive one sometimes. Top lad that one"
2021-07-11T19:59:05Z,"@JohnCassidy Italy, who had more overtime matches than England, is noticeably tired. Shame they‘re not fit."
2021-07-11T19:59:36Z,"@KingofKens If England win the Euro’s tonight nobody will in England will care"
2021-07-11T20:00:05Z,"@straygoat @EdCallowWrites @CleanNorfolkLtd @charlescommins Yep, agreed. Even Mount has done some good work positionally. 

Playing wing backs has proven a brilliant tactical decision."
2021-07-11T20:01:38Z,"Massive 45 minutes coming up for England 🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-07-11T20:02:00Z,"Every single time he’s started."
2021-07-11T20:02:01Z,"Come on @England 45ish minutes left you can do this lads, we all believe in you 🦁🦁🦁🏴󠁧󠁢󠁥󠁮󠁧󠁿"
2021-07-11T20:02:33Z,"@timrodad @pseudointellecc @sai_dadddy ppl thinking greenwood would make the squad funnier than rashford and sancho not even being second choice behind saka thru most of the euros lol https://t.co/G7CG8E2733"
2021-07-11T20:02:37Z,"To me they are doing very well, they have Mount for creation"
2021-07-11T20:03:10Z,"Half time and its 0-1 to England 🏴󠁧󠁢󠁥󠁮󠁧󠁿 

@England come on lads we have another 45 minutes!! 

#UefaEuro2020 #UEFAEuro2020Final #footballscominghome #ITAENG #eng https://t.co/wXOdbuyZtF"
2021-07-11T20:03:33Z,"@needyremss im from england but support italy 🇮🇹"
2021-07-11T20:04:12Z,"Yes yes andrea pirlo cheer for 🏴󠁧󠁢󠁥󠁮󠁧󠁿
🤣💪🏻
#eng  #ENGITA #FinalEuro2020 #Euro2020Final #EURO2020  #Euro2021 #ItsComingHome 💪🏻
@England @EURO2020 
#3Lions #ThreeLions https://t.co/4VYusQ8u8K"
2021-07-11T20:04:13Z,"We know. We’re here for Raheem Sterling too!"
2021-07-11T20:04:33Z,"🔴LIVE  ITALY VS ENGLAND ( 0 - 1 ) - EURO 2020 FINAL https://t.co/Ov96RvEy35 via @YouTube"
2021-07-11T20:04:57Z,"Lets go England 45 minutes from champion you have this"
2021-07-11T20:05:03Z,"gol de insigne dale https://t.co/AWIFRK14FZ"
2021-07-11T20:05:05Z,"Gareth Southgate and this England Team do a Professional Job - its like #MambaMentality but #JobNotDone lets Go Bring this Home Now #ItalyEngland #ENG #ThreeLions #Euro2020Final #EURO2020 #ItsComingHome"
2021-07-11T20:06:00Z,"@005e5n @skldnxo Come on England 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🍻🍻🍻💀"
2021-07-11T20:06:21Z,"England are a absolutely fantastic football team and it’s not their fault that they have the worst fans in the world. #ENG"
2021-07-11T20:06:25Z,"Mount is talented mahn. He is way above Foden and Saka"
2021-07-11T20:06:29Z,"he laughs like an old rich white man already"
2021-07-11T20:07:07Z,"@helcatwill @torysleazeUK What a mess. Brings shame and embarrassment on all of the nations. And Boris says we are united! WTF! With episodes like this it really brings home, the 3 countries don’t need England! We are all better off without them!"
2021-07-11T20:07:25Z,"can italy score i want this match to be a FIGHT like im not having us win after a goal in 2 mins"
2021-07-11T20:08:18Z,"Kane to get Ballon d’Or shouts of England win."
2021-07-11T20:09:14Z,"Sterling needs to be booked for cheating. #ITA"
2021-07-11T20:10:33Z,"i will k word you @england"
2021-07-11T20:10:36Z,"Fuck England and the Euros, the GOAT is the real champion🐐"
2021-07-11T20:11:03Z,"Here is the chance for #Italy #EURO2020"
2021-07-11T20:13:58Z,"THERES ITALY FANS DRESSED AS A PIZZA AND MARIO&amp;LUIGI"
2021-07-11T20:14:36Z,"Sterling needs to stay in their half. He can’t tackle and is gonna end up giving away a dangerous free kick."
2021-07-11T20:14:57Z,"Declan Rice…what the hell has he turned into #beastmode #EnglandvsItaly #Euro2020Final #EURO2020"
2021-07-11T20:15:20Z,"Highlight of this #euro2020final would be 20 secs long. #EURO2020"
2021-07-11T20:16:03Z,"Grealish is peng tho"
2021-07-11T20:16:04Z,"dont like the immobile sub"
2021-07-11T20:16:05Z,"Sterling: https://t.co/oW0Ce8bJw0"
2021-07-11T20:16:11Z,"They are making england tired on purpose….too relaxed now"
2021-07-11T20:16:31Z,"The ref when Sterling is assaulted after his semi final antics https://t.co/nzZek6MRTT"
2021-07-11T20:17:06Z,"Damn bro we really letting England win? Bruh let's go Italy u got this"
2021-07-11T20:17:28Z,"#EurosInHindi Sterling is a strong contender for best actor. 😝😝"
2021-07-11T20:17:38Z,"This crowd at Firkin Pub on Front Street is getting very excited as England is up 1-0 over Italy in the euro cup https://t.co/3dd5Ka0jFP"
2021-07-11T20:18:57Z,"Stealing @_shanimaia tweets bc she's private so I can't RT

Italy’s half time talk was really “injure Sterling so he has to go”"
2021-07-11T20:19:00Z,"@AG_inyourface ITALY ITS ITALY"
2021-07-11T20:19:02Z,"England fans force way into Wembley without tickets for Euro 2020 final ⁦@UEFAcom⁩ you can’t say you didn’t know what England fans are like  https://t.co/DplZ3c4pS2"
2021-07-11T20:19:08Z,"I feel like Italy is about to score and I'm so nervous.

Calm down stomach! https://t.co/XOjMbBkXYi"
2021-07-11T20:19:14Z,"Right now you can Post ur nudes and no body will notice....coz everyone is busy with England vs Italy."
2021-07-11T20:19:37Z,"@arseblog It's insane to me that he is not playing in this game as of yet. As crazy that @AdamaTrd37 didn't play for Spain. #EURO2020 #ThreeLions #ENG #ITA  #ItaliaInghilterra #InghilterraItalia #ITAENG #ENGITA #EnglandvsItaly"
2021-07-11T20:19:59Z,"I get some people are annoyed at the England fans booing but 1. It happens all the time to everyone and 2. It would happen to England too if there was more of the other teams fans it’s just cause it’s 54,000 to 6,000 I get it’s annoying but still"
2021-07-11T20:21:14Z,"another england goal would be great"
2021-07-11T20:21:34Z,"Jesus didnt die for England to win the euros"
2021-07-11T20:22:20Z,"This match is giving me stress!   #ITAENG"
2021-07-11T20:22:57Z,"@GhaffarDawnNews Sir England all the way!!"
2021-07-11T20:23:04Z,"If Italy win I will do my summer hw before the last week"
2021-07-11T20:23:16Z,"PICKFORD 🔥🔥"
2021-07-11T20:23:18Z,"I don’t follow nearly enough soccer fans. Where are you all and why aren’t you on my feed? #Euro2020"
2021-07-11T20:23:19Z,"Pickford 👏👏👏👏"
2021-07-11T20:23:26Z,"What a save Pickford #ENG"
2021-07-11T20:23:28Z,"I'm sorry what the fuck is wrong with italy today"
2021-07-11T20:23:32Z,"i actually hv no interest im footy at all i just hv fomo so therefore all the england tweets"
2021-07-11T20:23:39Z,"Or did Italy get that? 🧍🏽‍♀️"
2021-07-11T20:24:15Z,"Can’t believe I’m saying this but Henderson’s gotta come on for England"
2021-07-11T20:24:20Z,"That Alan Smith commentary after the Chiesa shot #ENGITA"
2021-07-11T20:24:26Z,"@tonymc39 Am I alone in thinking Italy have been awful? All too comfortable for England."
2021-07-11T20:24:32Z,"I'm sure if @bglendenning had to pick the way in which England win, it would be 88 minutes of torture for @maxrushden. Only 27 more to go."
2021-07-11T20:25:15Z,"Grealish, sancho, saka or rashford should come on"
2021-07-11T20:25:16Z,"I love England’s goalie always pushing forward 👏👏👍🏻"
2021-07-11T20:25:24Z,"It looks like Mario’s making her feel like a pepperphoni! 
#England #EURO2020   #Euro2020Final #italy #3Lions https://t.co/K970ItA7Vo"
2021-07-11T20:25:34Z,"It’s that famous 65mins they kept going on about.   Now do we make changes ?  #eng #EnglandvsItaly #ENGITA"
2021-07-11T20:25:56Z,"@TheRealHoarse Amongst other meanings, many people believe England invented soccer, hence it’s coming home"
2021-07-11T20:26:11Z,"This will be such special moment this is for @England after 55 years! It looks like it’s finally coming home! COME ON ENGLAND!!!!  🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿 #ItalianJob #ItalyEngland #EURO2020 #Euro2020Final"
2021-07-11T20:26:34Z,"since when did y’all become football fans ………… i feel like i didn’t use to follow so many football fans, but my entire timeline is the england - italia game ,,"
2021-07-11T20:26:35Z,"#BREAKING England fans clash with each other inside Wembley stadium during the Euro's final.

#wembleystadium #ENG #ITA #Euro2020Final #EURO2020 https://t.co/vPmgyXocd9"
2021-07-11T20:27:06Z,"ITALY SCORED FUCK YEAH"
2021-07-11T20:27:16Z,"Maguire allowed the devil use him 💀"
2021-07-11T20:27:23Z,"Italy must put one in !!"
2021-07-11T20:28:19Z,"Football is coming to Rome #ITAENG"
2021-07-11T20:28:37Z,"Goooooooolllllll 🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹🇮🇹

#ITAING #ITA  #Azzurri  #Euro2020  #Nazionale #VivoAzzurro https://t.co/EQfDdwG8la"
2021-07-11T20:29:04Z,"UP YOUR FUCKING GAME ENGLAND"
2021-07-11T20:29:39Z,"Mount absolutely weak as piss at the back post, sums his game up."
2021-07-11T20:30:00Z,"So I’m banded from the living room now as I just went in and asked how the games going and well Italy scored seconds later oops"
